ZUULKNWDXUEB_6	0.05	160	100	0.5	6	gene1945	49	49	1042	gene1945	6.12E-02	9.19E-02	9.37E-02	3.55E-01	2.10E-01	1.70E-01	bad-chisq
ZUULKNWDXUEB_7	0.05	160	100	0.5	7	gene1945	49	49	1042	gene1945	7.14E-02	4.99E-02	1.75E-01	2.95E-01	2.16E-01	1.38E-01	bad-chisq
ZUULKNWDXUEB_8	0.05	160	100	0.5	8	gene1945	49	49	1042	gene1945	6.12E-02	1.15E-02	1.12E-02	5.33E-01	2.06E-01	2.55E-01	bad-chisq
ZUULKNWDXUEB_9	0.05	160	100	0.5	9	gene1945	49	49	1042	gene1945	5.10E-02	1.68E-01	1.72E-01	3.16E-01	2.30E-01	1.39E-01	bad-chisq
ZUULKNWDXUEB_10	0.05	160	100	0.5	10	gene1945	49	49	1042	gene1945	4.08E-02	4.11E-02	4.16E-02	5.21E-01	2.52E-01	2.06E-01	bad-chisq
HSLNMVHHPYRO_1	0.05	160	200	0.5	1	gene1945	99	99	942	gene1945	7.58E-02	6.01E-02	6.06E-02	2.52E-01	1.34E-01	1.34E-01
HSLNMVHHPYRO_2	0.05	160	200	0.5	2	gene1945	99	99	942	gene1945	5.05E-02	1.17E-03	5.55E-03	4.67E-01	1.67E-01	1.96E-01	bad-chisq
HSLNMVHHPYRO_3	0.05	160	200	0.5	3	gene1945	99	99	942	gene1945	5.56E-02	5.23E-03	4.49E-03	4.44E-01	1.54E-01	2.01E-01	bad-chisq
HSLNMVHHPYRO_4	0.05	160	200	0.5	4	gene1945	99	99	942	gene1945	6.57E-02	9.81E-03	1.83E-02	3.44E-01	1.45E-01	1.68E-01
HSLNMVHHPYRO_5	0.05	160	200	0.5	5	gene1945	99	99	942	gene1945	6.06E-02	3.51E-04	8.09E-04	5.13E-01	1.51E-01	2.36E-01	bad-chisq
HSLNMVHHPYRO_6	0.05	160	200	0.5	6	gene1945	99	99	942	gene1945	5.56E-02	6.43E-04	1.44E-03	5.09E-01	1.57E-01	2.25E-01	bad-chisq
HSLNMVHHPYRO_7	0.05	160	200	0.5	7	gene1945	99	99	942	gene1945	6.06E-02	2.90E-03	6.20E-03	4.10E-01	1.48E-01	1.94E-01	bad-chisq
HSLNMVHHPYRO_8	0.05	160	200	0.5	8	gene1945	99	99	942	gene1945	5.05E-02	1.17E-03	1.08E-03	5.27E-01	1.59E-01	2.31E-01	bad-chisq
HSLNMVHHPYRO_9	0.05	160	200	0.5	9	gene1945	99	99	942	gene1945	7.58E-02	3.13E-03	6.47E-03	3.82E-01	1.39E-01	1.93E-01
HSLNMVHHPYRO_10	0.05	160	200	0.5	10	gene1945	99	99	942	gene1945	5.05E-02	1.17E-03	1.65E-03	5.25E-01	1.64E-01	2.22E-01	bad-chisq
EWUGVHMTNBXU_1	0.05	160	300	0.5	1	gene1945	149	149	842	gene1945	5.03E-02	5.72E-04	5.27E-04	4.71E-01	1.35E-01	2.00E-01	bad-chisq
EWUGVHMTNBXU_2	0.05	160	300	0.5	2	gene1945	149	149	842	gene1945	6.04E-02	6.63E-04	6.86E-04	4.12E-01	1.20E-01	1.96E-01
EWUGVHMTNBXU_3	0.05	160	300	0.5	3	gene1945	149	149	842	gene1945	5.37E-02	3.21E-04	2.92E-04	4.62E-01	1.26E-01	2.08E-01	bad-chisq
EWUGVHMTNBXU_4	0.05	160	300	0.5	4	gene1945	149	149	842	gene1945	6.71E-02	2.06E-02	2.06E-02	2.68E-01	1.15E-01	1.34E-01
EWUGVHMTNBXU_5	0.05	160	300	0.5	5	gene1945	149	149	842	gene1945	6.38E-02	9.11E-03	9.00E-03	3.09E-01	1.18E-01	1.51E-01
EWUGVHMTNBXU_6	0.05	160	300	0.5	6	gene1945	149	149	842	gene1945	6.38E-02	3.76E-04	3.44E-04	4.22E-01	1.16E-01	2.06E-01
EWUGVHMTNBXU_7	0.05	160	300	0.5	7	gene1945	149	149	842	gene1945	6.04E-02	6.63E-04	1.48E-03	3.94E-01	1.23E-01	1.83E-01
EWUGVHMTNBXU_8	0.05	160	300	0.5	8	gene1945	149	149	842	gene1945	6.04E-02	1.00E-04	8.68E-05	4.73E-01	1.19E-01	2.25E-01	bad-chisq
EWUGVHMTNBXU_9	0.05	160	300	0.5	9	gene1945	149	149	842	gene1945	7.05E-02	1.70E-05	1.96E-05	4.86E-01	1.12E-01	2.45E-01	bad-chisq
EWUGVHMTNBXU_10	0.05	160	300	0.5	10	gene1945	149	149	842	gene1945	6.04E-02	3.52E-03	1.00E-02	3.23E-01	1.25E-01	1.49E-01
SWRFSYYGXHXJ_1	0.05	160	400	0.5	1	gene1945	199	199	742	gene1945	5.03E-02	3.63E-05	6.62E-05	4.61E-01	1.14E-01	1.99E-01	bad-chisq
SWRFSYYGXHXJ_2	0.05	160	400	0.5	2	gene1945	199	199	742	gene1945	6.03E-02	3.61E-06	3.80E-06	4.89E-01	1.04E-01	2.29E-01	bad-chisq
SWRFSYYGXHXJ_3	0.05	160	400	0.5	3	gene1945	199	199	742	gene1945	6.28E-02	4.45E-04	4.32E-04	3.62E-01	1.02E-01	1.76E-01
SWRFSYYGXHXJ_4	0.05	160	400	0.5	4	gene1945	199	199	742	gene1945	6.03E-02	2.54E-05	2.17E-05	4.43E-01	1.03E-01	2.11E-01
SWRFSYYGXHXJ_5	0.05	160	400	0.5	5	gene1945	199	199	742	gene1945	6.53E-02	1.17E-03	1.13E-03	3.29E-01	1.00E-01	1.63E-01
SWRFSYYGXHXJ_6	0.05	160	400	0.5	6	gene1945	199	199	742	gene1945	6.03E-02	1.50E-04	2.70E-04	3.94E-01	1.07E-01	1.82E-01
SWRFSYYGXHXJ_7	0.05	160	400	0.5	7	gene1945	199	199	742	gene1945	7.29E-02	5.12E-05	4.95E-05	4.10E-01	9.98E-02	2.02E-01
SWRFSYYGXHXJ_8	0.05	160	400	0.5	8	gene1945	199	199	742	gene1945	5.78E-02	7.78E-07	5.63E-07	5.31E-01	1.04E-01	2.48E-01	bad-chisq
SWRFSYYGXHXJ_9	0.05	160	400	0.5	9	gene1945	199	199	742	gene1945	5.28E-02	2.50E-06	4.71E-06	5.25E-01	1.13E-01	2.27E-01	bad-chisq
SWRFSYYGXHXJ_10	0.05	160	400	0.5	10	gene1945	199	199	742	gene1945	6.53E-02	4.51E-03	4.43E-03	2.88E-01	1.01E-01	1.42E-01
VPGUNMKKTRQJ_1	0.05	160	500	0.5	1	gene1945	249	249	642	gene1945	6.83E-02	9.28E-05	8.52E-05	3.47E-01	8.76E-02	1.75E-01
VPGUNMKKTRQJ_2	0.05	160	500	0.5	2	gene1945	249	249	642	gene1945	7.03E-02	5.53E-05	5.99E-05	3.52E-01	8.69E-02	1.79E-01
VPGUNMKKTRQJ_3	0.05	160	500	0.5	3	gene1945	249	249	642	gene1945	5.82E-02	5.86E-05	5.31E-05	3.84E-01	9.43E-02	1.80E-01
VPGUNMKKTRQJ_4	0.05	160	500	0.5	4	gene1945	249	249	642	gene1945	6.22E-02	5.51E-07	4.20E-07	4.64E-01	9.06E-02	2.24E-01
VPGUNMKKTRQJ_5	0.05	160	500	0.5	5	gene1945	249	249	642	gene1945	6.02E-02	9.75E-07	7.62E-07	4.61E-01	9.21E-02	2.19E-01
VPGUNMKKTRQJ_6	0.05	160	500	0.5	6	gene1945	249	249	642	gene1945	6.22E-02	3.54E-06	1.38E-05	4.10E-01	9.34E-02	1.93E-01
VPGUNMKKTRQJ_7	0.05	160	500	0.5	7	gene1945	249	249	642	gene1945	5.62E-02	1.87E-05	7.82E-05	4.20E-01	1.05E-01	1.76E-01
VPGUNMKKTRQJ_8	0.05	160	500	0.5	8	gene1945	249	249	642	gene1945	6.63E-02	1.55E-04	4.36E-04	3.27E-01	9.23E-02	1.57E-01
VPGUNMKKTRQJ_9	0.05	160	500	0.5	9	gene1945	249	249	642	gene1945	6.22E-02	9.82E-05	1.23E-03	3.18E-01	9.78E-02	1.44E-01
VPGUNMKKTRQJ_10	0.05	160	500	0.5	10	gene1945	249	249	642	gene1945	6.22E-02	1.99E-05	3.00E-05	3.96E-01	9.39E-02	1.86E-01
WUWSPARWJZTJ_1	0.05	160	600	0.5	1	gene1945	299	299	542	gene1945	6.69E-02	9.08E-07	7.39E-07	4.02E-01	8.03E-02	2.01E-01
WUWSPARWJZTJ_2	0.05	160	600	0.5	2	gene1945	299	299	542	gene1945	5.85E-02	2.56E-06	2.22E-05	3.83E-01	8.96E-02	1.73E-01
WUWSPARWJZTJ_3	0.05	160	600	0.5	3	gene1945	299	299	542	gene1945	6.35E-02	2.68E-06	9.40E-06	3.75E-01	8.39E-02	1.80E-01
WUWSPARWJZTJ_4	0.05	160	600	0.5	4	gene1945	299	299	542	gene1945	5.85E-02	6.65E-08	3.95E-07	4.56E-01	8.90E-02	2.06E-01
WUWSPARWJZTJ_5	0.05	160	600	0.5	5	gene1945	299	299	542	gene1945	6.52E-02	1.39E-04	2.41E-04	3.09E-01	8.37E-02	1.50E-01
WUWSPARWJZTJ_6	0.05	160	600	0.5	6	gene1945	299	299	542	gene1945	6.52E-02	4.62E-08	4.84E-08	4.68E-01	8.47E-02	2.21E-01
WUWSPARWJZTJ_7	0.05	160	600	0.5	7	gene1945	299	299	542	gene1945	6.02E-02	3.77E-08	2.68E-08	4.73E-01	8.39E-02	2.25E-01
WUWSPARWJZTJ_8	0.05	160	600	0.5	8	gene1945	299	299	542	gene1945	6.19E-02	4.59E-06	1.46E-05	3.72E-01	8.52E-02	1.76E-01
WUWSPARWJZTJ_9	0.05	160	600	0.5	9	gene1945	299	299	542	gene1945	6.35E-02	4.93E-07	5.11E-07	4.19E-01	8.25E-02	2.04E-01
WUWSPARWJZTJ_10	0.05	160	600	0.5	10	gene1945	299	299	542	gene1945	6.86E-02	2.70E-06	1.35E-05	3.59E-01	8.19E-02	1.77E-01
WLKYZYXMVZAX_1	0.05	160	700	0.5	1	gene1945	349	349	442	gene1945	6.16E-02	1.06E-06	8.93E-07	3.84E-01	7.75E-02	1.85E-01
WLKYZYXMVZAX_2	0.05	160	700	0.5	2	gene1945	349	349	442	gene1945	6.59E-02	1.05E-06	3.58E-06	3.64E-01	7.78E-02	1.74E-01
WLKYZYXMVZAX_3	0.05	160	700	0.5	3	gene1945	349	349	442	gene1945	6.45E-02	3.16E-05	4.42E-05	3.20E-01	7.77E-02	1.54E-01
WLKYZYXMVZAX_4	0.05	160	700	0.5	4	gene1945	349	349	442	gene1945	6.73E-02	1.25E-07	1.02E-07	4.02E-01	7.47E-02	2.00E-01
WLKYZYXMVZAX_5	0.05	160	700	0.5	5	gene1945	349	349	442	gene1945	6.45E-02	1.77E-06	2.46E-06	3.68E-01	7.74E-02	1.77E-01
WLKYZYXMVZAX_6	0.05	160	700	0.5	6	gene1945	349	349	442	gene1945	6.16E-02	1.06E-06	1.09E-06	3.86E-01	7.84E-02	1.83E-01
WLKYZYXMVZAX_7	0.05	160	700	0.5	7	gene1945	349	349	442	gene1945	5.87E-02	2.58E-09	3.30E-08	4.57E-01	8.17E-02	2.07E-01
WLKYZYXMVZAX_8	0.05	160	700	0.5	8	gene1945	349	349	442	gene1945	6.59E-02	2.14E-07	4.73E-07	3.87E-01	7.61E-02	1.89E-01
WLKYZYXMVZAX_9	0.05	160	700	0.5	9	gene1945	349	349	442	gene1945	6.30E-02	2.98E-06	2.59E-06	3.64E-01	7.68E-02	1.77E-01
WLKYZYXMVZAX_10	0.05	160	700	0.5	10	gene1945	349	349	442	gene1945	6.73E-02	3.85E-09	6.63E-09	4.40E-01	7.50E-02	2.17E-01
UALAGDUHYIWL_1	0.05	160	800	0.5	1	gene1945	399	399	342	gene1945	5.76E-02	4.56E-08	3.56E-08	4.15E-01	7.46E-02	1.94E-01
UALAGDUHYIWL_2	0.05	160	800	0.5	2	gene1945	399	399	342	gene1945	6.52E-02	1.70E-09	1.55E-08	4.16E-01	7.29E-02	1.99E-01
UALAGDUHYIWL_3	0.05	160	800	0.5	3	gene1945	399	399	342	gene1945	6.27E-02	5.13E-09	3.69E-09	4.27E-01	7.16E-02	2.07E-01
UALAGDUHYIWL_4	0.05	160	800	0.5	4	gene1945	399	399	342	gene1945	6.64E-02	2.95E-08	2.97E-08	3.93E-01	7.02E-02	1.95E-01
UALAGDUHYIWL_5	0.05	160	800	0.5	5	gene1945	399	399	342	gene1945	6.77E-02	3.90E-07	1.20E-06	3.50E-01	7.15E-02	1.71E-01
UALAGDUHYIWL_6	0.05	160	800	0.5	6	gene1945	399	399	342	gene1945	6.52E-02	1.70E-09	6.38E-09	4.31E-01	7.34E-02	2.04E-01
UALAGDUHYIWL_7	0.05	160	800	0.5	7	gene1945	399	399	342	gene1945	6.64E-02	5.59E-09	6.19E-09	4.15E-01	7.07E-02	2.04E-01
UALAGDUHYIWL_8	0.05	160	800	0.5	8	gene1945	399	399	342	gene1945	6.27E-02	6.82E-07	2.08E-06	3.52E-01	7.35E-02	1.67E-01
UALAGDUHYIWL_9	0.05	160	800	0.5	9	gene1945	399	399	342	gene1945	6.52E-02	2.78E-10	2.80E-10	4.51E-01	7.05E-02	2.21E-01
UALAGDUHYIWL_10	0.05	160	800	0.5	10	gene1945	399	399	342	gene1945	6.39E-02	2.96E-09	5.26E-08	4.13E-01	7.52E-02	1.91E-01
EUNQKFLRDWPO_1	0.05	160	900	0.5	1	gene1945	449	449	242	gene1945	6.35E-02	7.32E-10	1.84E-10	4.40E-01	6.82E-02	2.11E-01
EUNQKFLRDWPO_2	0.05	160	900	0.5	2	gene1945	449	449	242	gene1945	6.12E-02	9.15E-12	5.18E-12	4.75E-01	6.78E-02	2.28E-01
EUNQKFLRDWPO_3	0.05	160	900	0.5	3	gene1945	449	449	242	gene1945	6.46E-02	5.62E-08	4.54E-08	3.69E-01	6.68E-02	1.81E-01
EUNQKFLRDWPO_4	0.05	160	900	0.5	4	gene1945	449	449	242	gene1945	6.46E-02	4.23E-10	1.18E-09	4.16E-01	6.76E-02	2.01E-01
EUNQKFLRDWPO_5	0.05	160	900	0.5	5	gene1945	449	449	242	gene1945	6.35E-02	7.32E-10	1.26E-09	4.20E-01	6.85E-02	2.01E-01
EUNQKFLRDWPO_6	0.05	160	900	0.5	6	gene1945	449	449	242	gene1945	6.24E-02	6.79E-09	8.76E-09	3.98E-01	6.86E-02	1.90E-01
EUNQKFLRDWPO_7	0.05	160	900	0.5	7	gene1945	449	449	242	gene1945	6.12E-02	1.16E-08	8.89E-09	3.97E-01	6.84E-02	1.90E-01
EUNQKFLRDWPO_8	0.05	160	900	0.5	8	gene1945	449	449	242	gene1945	6.57E-02	1.35E-09	5.78E-09	3.98E-01	6.77E-02	1.93E-01
EUNQKFLRDWPO_9	0.05	160	900	0.5	9	gene1945	449	449	242	gene1945	6.46E-02	2.32E-09	2.34E-09	4.05E-01	6.71E-02	1.98E-01
EUNQKFLRDWPO_10	0.05	160	900	0.5	10	gene1945	449	449	242	gene1945	6.24E-02	3.39E-08	1.57E-07	3.70E-01	7.00E-02	1.74E-01
DRWTQJJNABQS_1	0.05	160	1000	0.5	1	gene1945	499	499	142	gene1945	6.41E-02	1.04E-10	2.61E-10	4.14E-01	6.49E-02	1.98E-01
DRWTQJJNABQS_2	0.05	160	1000	0.5	2	gene1945	499	499	142	gene1945	6.41E-02	5.57E-10	1.03E-10	4.21E-01	6.45E-02	2.03E-01
DRWTQJJNABQS_3	0.05	160	1000	0.5	3	gene1945	499	499	142	gene1945	6.31E-02	2.18E-08	1.75E-08	3.64E-01	6.41E-02	1.77E-01
DRWTQJJNABQS_4	0.05	160	1000	0.5	4	gene1945	499	499	142	gene1945	6.41E-02	1.04E-10	3.97E-10	4.14E-01	6.55E-02	1.96E-01
DRWTQJJNABQS_5	0.05	160	1000	0.5	5	gene1945	499	499	142	gene1945	6.31E-02	8.13E-13	4.34E-13	4.66E-01	6.35E-02	2.27E-01
DRWTQJJNABQS_6	0.05	160	1000	0.5	6	gene1945	499	499	142	gene1945	6.51E-02	7.80E-09	7.92E-08	3.57E-01	6.60E-02	1.69E-01
DRWTQJJNABQS_7	0.05	160	1000	0.5	7	gene1945	499	499	142	gene1945	6.41E-02	1.04E-10	6.61E-10	4.06E-01	6.51E-02	1.94E-01
DRWTQJJNABQS_8	0.05	160	1000	0.5	8	gene1945	499	499	142	gene1945	6.51E-02	6.05E-11	3.99E-11	4.20E-01	6.28E-02	2.07E-01
DRWTQJJNABQS_9	0.05	160	1000	0.5	9	gene1945	499	499	142	gene1945	6.41E-02	3.01E-12	4.57E-12	4.52E-01	6.46E-02	2.17E-01
DRWTQJJNABQS_10	0.05	160	1000	0.5	10	gene1945	499	499	142	gene1945	6.51E-02	3.26E-10	1.32E-09	3.93E-01	6.42E-02	1.90E-01
SLOZQAYRJHOH_1	0.10	1.5	100	0.5	1	gene1945	49	49	1042	gene1945	1.02E-01	5.05E-01	5.10E-01	1.11E-01	1.68E-01	6.74E-02
SLOZQAYRJHOH_2	0.10	1.5	100	0.5	2	gene1945	49	49	1042	gene1945	9.18E-02	7.27E-01	7.30E-01	6.12E-02	1.77E-01	3.53E-02	bad-chisq
SLOZQAYRJHOH_5	0.10	1.5	100	0.5	5	gene1945	49	49	1042	gene1945	1.02E-01	5.05E-01	5.10E-01	1.11E-01	1.68E-01	6.74E-02
SLOZQAYRJHOH_8	0.10	1.5	100	0.5	8	gene1945	49	49	1042	gene1945	1.02E-01	5.05E-01	5.10E-01	1.11E-01	1.68E-01	6.74E-02
SLOZQAYRJHOH_9	0.10	1.5	100	0.5	9	gene1945	49	49	1042	gene1945	1.02E-01	5.05E-01	5.10E-01	1.11E-01	1.68E-01	6.74E-02
SLOZQAYRJHOH_10	0.10	1.5	100	0.5	10	gene1945	49	49	1042	gene1945	1.02E-01	5.05E-01	5.10E-01	1.11E-01	1.68E-01	6.74E-02
VWHQYNPHCTJS_1	0.10	1.5	200	0.5	1	gene1945	99	99	942	gene1945	1.06E-01	4.89E-01	3.14E-01	1.27E-01	1.26E-01	7.19E-02
VWHQYNPHCTJS_2	0.10	1.5	200	0.5	2	gene1945	99	99	942	gene1945	1.11E-01	3.66E-01	3.68E-01	1.02E-01	1.13E-01	6.43E-02
VWHQYNPHCTJS_3	0.10	1.5	200	0.5	3	gene1945	99	99	942	gene1945	1.16E-01	5.06E-01	5.08E-01	7.38E-02	1.11E-01	4.73E-02
VWHQYNPHCTJS_4	0.10	1.5	200	0.5	4	gene1945	99	99	942	gene1945	1.21E-01	3.84E-01	3.86E-01	9.48E-02	1.09E-01	6.19E-02
VWHQYNPHCTJS_5	0.10	1.5	200	0.5	5	gene1945	99	99	942	gene1945	1.21E-01	6.63E-01	6.65E-01	4.74E-02	1.09E-01	3.09E-02
VWHQYNPHCTJS_6	0.10	1.5	200	0.5	6	gene1945	99	99	942	gene1945	1.01E-01	6.37E-01	6.26E-01	6.18E-02	1.27E-01	3.49E-02
VWHQYNPHCTJS_7	0.10	1.5	200	0.5	7	gene1945	99	99	942	gene1945	1.06E-01	4.89E-01	4.91E-01	7.99E-02	1.16E-01	4.92E-02
VWHQYNPHCTJS_8	0.10	1.5	200	0.5	8	gene1945	99	99	942	gene1945	1.11E-01	3.66E-01	3.68E-01	1.02E-01	1.13E-01	6.43E-02
VWHQYNPHCTJS_9	0.10	1.5	200	0.5	9	gene1945	99	99	942	gene1945	1.31E-01	6.74E-01	6.76E-01	4.43E-02	1.06E-01	2.99E-02
VWHQYNPHCTJS_10	0.10	1.5	200	0.5	10	gene1945	99	99	942	gene1945	1.06E-01	4.89E-01	4.91E-01	7.99E-02	1.16E-01	4.92E-02
JCBZJHLEOADK_1	0.10	1.5	300	0.5	1	gene1945	149	149	842	gene1945	1.11E-01	3.56E-01	3.58E-01	8.52E-02	9.25E-02	5.35E-02
JCBZJHLEOADK_2	0.10	1.5	300	0.5	2	gene1945	149	149	842	gene1945	1.11E-01	5.80E-01	5.81E-01	5.11E-02	9.26E-02	3.21E-02
JCBZJHLEOADK_3	0.10	1.5	300	0.5	3	gene1945	149	149	842	gene1945	1.04E-01	3.43E-01	3.86E-01	8.46E-02	9.75E-02	5.04E-02
JCBZJHLEOADK_4	0.10	1.5	300	0.5	4	gene1945	149	149	842	gene1945	1.11E-01	3.56E-01	3.58E-01	8.52E-02	9.25E-02	5.35E-02
JCBZJHLEOADK_5	0.10	1.5	300	0.5	5	gene1945	149	149	842	gene1945	1.11E-01	9.66E-02	1.59E-01	1.33E-01	9.41E-02	8.18E-02
JCBZJHLEOADK_6	0.10	1.5	300	0.5	6	gene1945	149	149	842	gene1945	1.04E-01	5.69E-01	5.71E-01	5.40E-02	9.51E-02	3.30E-02
JCBZJHLEOADK_7	0.10	1.5	300	0.5	7	gene1945	149	149	842	gene1945	1.14E-01	4.66E-01	4.68E-01	6.64E-02	9.13E-02	4.22E-02
JCBZJHLEOADK_8	0.10	1.5	300	0.5	8	gene1945	149	149	842	gene1945	1.01E-01	2.48E-01	2.49E-01	1.11E-01	9.64E-02	6.69E-02
JCBZJHLEOADK_9	0.10	1.5	300	0.5	9	gene1945	149	149	842	gene1945	1.11E-01	8.54E-01	9.23E-01	9.06E-03	9.40E-02	5.61E-03
JCBZJHLEOADK_10	0.10	1.5	300	0.5	10	gene1945	149	149	842	gene1945	1.14E-01	7.16E-01	6.04E-01	4.83E-02	9.32E-02	3.01E-02
ODQGMXSUYXKQ_1	0.10	1.5	400	0.5	1	gene1945	199	199	742	gene1945	1.13E-01	1.54E-01	1.09E-01	1.33E-01	8.27E-02	8.05E-02
ODQGMXSUYXKQ_2	0.10	1.5	400	0.5	2	gene1945	199	199	742	gene1945	1.26E-01	1.30E-01	1.77E-01	1.10E-01	8.13E-02	6.78E-02
ODQGMXSUYXKQ_3	0.10	1.5	400	0.5	3	gene1945	199	199	742	gene1945	1.11E-01	2.01E-01	4.19E-01	6.91E-02	8.55E-02	4.06E-02
ODQGMXSUYXKQ_4	0.10	1.5	400	0.5	4	gene1945	199	199	742	gene1945	1.13E-01	8.17E-02	8.20E-02	1.38E-01	7.90E-02	8.73E-02
ODQGMXSUYXKQ_5	0.10	1.5	400	0.5	5	gene1945	199	199	742	gene1945	1.11E-01	5.23E-01	5.24E-01	5.11E-02	8.01E-02	3.21E-02
ODQGMXSUYXKQ_6	0.10	1.5	400	0.5	6	gene1945	199	199	742	gene1945	1.11E-01	3.38E-01	3.39E-01	7.67E-02	8.00E-02	4.81E-02
ODQGMXSUYXKQ_7	0.10	1.5	400	0.5	7	gene1945	199	199	742	gene1945	1.21E-01	2.18E-01	2.19E-01	9.48E-02	7.70E-02	6.17E-02
ODQGMXSUYXKQ_8	0.10	1.5	400	0.5	8	gene1945	199	199	742	gene1945	1.16E-01	3.47E-01	4.29E-01	6.28E-02	7.93E-02	3.97E-02
ODQGMXSUYXKQ_9	0.10	1.5	400	0.5	9	gene1945	199	199	742	gene1945	1.13E-01	4.29E-01	4.30E-01	6.26E-02	7.93E-02	3.97E-02
ODQGMXSUYXKQ_10	0.10	1.5	400	0.5	10	gene1945	199	199	742	gene1945	1.21E-01	2.18E-01	4.54E-01	6.12E-02	8.17E-02	3.76E-02
FLYYLZINUHIU_1	0.10	1.5	500	0.5	1	gene1945	249	249	642	gene1945	1.08E-01	3.87E-01	3.88E-01	6.23E-02	7.22E-02	3.87E-02
FLYYLZINUHIU_2	0.10	1.5	500	0.5	2	gene1945	249	249	642	gene1945	1.10E-01	6.31E-02	1.05E-01	1.20E-01	7.41E-02	7.27E-02
FLYYLZINUHIU_3	0.10	1.5	500	0.5	3	gene1945	249	249	642	gene1945	1.20E-01	2.71E-01	2.72E-01	7.58E-02	6.89E-02	4.93E-02
FLYYLZINUHIU_4	0.10	1.5	500	0.5	4	gene1945	249	249	642	gene1945	1.12E-01	2.56E-01	2.57E-01	8.05E-02	7.10E-02	5.08E-02
FLYYLZINUHIU_5	0.10	1.5	500	0.5	5	gene1945	249	249	642	gene1945	1.14E-01	3.24E-01	3.25E-01	6.93E-02	7.04E-02	4.42E-02
FLYYLZINUHIU_6	0.10	1.5	500	0.5	6	gene1945	249	249	642	gene1945	1.16E-01	1.62E-01	1.63E-01	9.76E-02	6.98E-02	6.26E-02
FLYYLZINUHIU_7	0.10	1.5	500	0.5	7	gene1945	249	249	642	gene1945	1.10E-01	1.98E-01	1.99E-01	9.20E-02	7.15E-02	5.77E-02
FLYYLZINUHIU_8	0.10	1.5	500	0.5	8	gene1945	249	249	642	gene1945	1.16E-01	2.64E-01	2.65E-01	7.81E-02	6.99E-02	5.01E-02
FLYYLZINUHIU_9	0.10	1.5	500	0.5	9	gene1945	249	249	642	gene1945	1.08E-01	2.49E-01	2.50E-01	8.31E-02	7.21E-02	5.17E-02
FLYYLZINUHIU_10	0.10	1.5	500	0.5	10	gene1945	249	249	642	gene1945	1.18E-01	1.27E-01	4.71E-01	5.39E-02	7.46E-02	3.24E-02
JOPTWGDAUERJ_1	0.10	1.5	600	0.5	1	gene1945	299	299	542	gene1945	1.12E-01	9.19E-02	9.22E-02	1.09E-01	6.48E-02	6.89E-02
JOPTWGDAUERJ_2	0.10	1.5	600	0.5	2	gene1945	299	299	542	gene1945	1.09E-01	1.48E-01	1.49E-01	9.49E-02	6.57E-02	5.91E-02
JOPTWGDAUERJ_3	0.10	1.5	600	0.5	3	gene1945	299	299	542	gene1945	1.10E-01	1.17E-01	1.18E-01	1.02E-01	6.52E-02	6.40E-02
JOPTWGDAUERJ_4	0.10	1.5	600	0.5	4	gene1945	299	299	542	gene1945	1.10E-01	4.34E-01	4.34E-01	5.11E-02	6.53E-02	3.20E-02
JOPTWGDAUERJ_5	0.10	1.5	600	0.5	5	gene1945	299	299	542	gene1945	1.19E-01	1.64E-01	5.06E-01	4.45E-02	6.67E-02	2.73E-02
JOPTWGDAUERJ_6	0.10	1.5	600	0.5	6	gene1945	299	299	542	gene1945	1.15E-01	5.49E-02	5.50E-02	1.23E-01	6.39E-02	7.85E-02
JOPTWGDAUERJ_7	0.10	1.5	600	0.5	7	gene1945	299	299	542	gene1945	1.12E-01	6.97E-01	7.51E-01	2.16E-02	6.82E-02	1.30E-02
JOPTWGDAUERJ_8	0.10	1.5	600	0.5	8	gene1945	299	299	542	gene1945	1.15E-01	1.59E-01	2.18E-01	8.11E-02	6.58E-02	5.04E-02
JOPTWGDAUERJ_9	0.10	1.5	600	0.5	9	gene1945	299	299	542	gene1945	1.07E-01	1.12E-01	1.61E-01	9.77E-02	6.96E-02	5.74E-02
JOPTWGDAUERJ_10	0.10	1.5	600	0.5	10	gene1945	299	299	542	gene1945	1.09E-01	2.37E-01	2.38E-01	7.77E-02	6.57E-02	4.84E-02
CPJEIPPGWIKH_1	0.10	1.5	700	0.5	1	gene1945	349	349	442	gene1945	1.13E-01	1.89E-01	3.30E-01	5.98E-02	6.13E-02	3.69E-02
CPJEIPPGWIKH_2	0.10	1.5	700	0.5	2	gene1945	349	349	442	gene1945	1.16E-01	1.24E-01	1.25E-01	9.08E-02	5.91E-02	5.82E-02
CPJEIPPGWIKH_3	0.10	1.5	700	0.5	3	gene1945	349	349	442	gene1945	1.15E-01	9.62E-02	9.65E-02	9.88E-02	5.94E-02	6.30E-02
CPJEIPPGWIKH_4	0.10	1.5	700	0.5	4	gene1945	349	349	442	gene1945	1.16E-01	4.08E-01	4.09E-01	4.89E-02	5.91E-02	3.13E-02
CPJEIPPGWIKH_5	0.10	1.5	700	0.5	5	gene1945	349	349	442	gene1945	1.19E-01	7.94E-02	7.96E-02	1.03E-01	5.84E-02	6.64E-02
CPJEIPPGWIKH_6	0.10	1.5	700	0.5	6	gene1945	349	349	442	gene1945	1.13E-01	4.23E-02	4.35E-02	1.23E-01	6.07E-02	7.64E-02
