HS11286.2	HS11286:382-822
HS11286.6856	HS11286:3358362-3359021
HS11286.6858	HS11286:3359161-3359508
HS11286.6860	HS11286:3359653-3360831
HS11286.6862	HS11286:3360889-3361530
HS11286.6864	HS11286:3361569-3362117
HS11286.6866	HS11286:3362111-3362311
HS11286.6868	HS11286:3362296-3363378
HS11286.6870	HS11286:3363601-3365076
HS11286.6872	HS11286:3365087-3365236
HS11286.6874	HS11286:3365396-3366301
HS11286.6876	HS11286:3366427-3367869
HS11286.6878	HS11286:3367909-3368883
HS11286.6880	HS11286:3369001-3370320
HS11286.6882	HS11286:3370336-3371280
HS11286.6884	HS11286:3371392-3372111
HS11286.6886	HS11286:3372111-3372896
HS11286.6888	HS11286:3372960-3373970
HS11286.6890	HS11286:3373979-3374590
HS11286.6892	HS11286:3374670-3375191
HS11286.6894	HS11286:3375226-3375966
HS11286.6896	HS11286:3375994-3376437
HS11286.6898	HS11286:3376439-3378226
HS11286.6900	HS11286:3378494-3379060
HS11286.6902	HS11286:3379057-3379875
HS11286.6904	HS11286:3379928-3380323
HS11286.6906	HS11286:3380363-3381106
HS11286.6908	HS11286:3381103-3382107
HS11286.6910	HS11286:3382189-3382932
HS11286.6912	HS11286:3383009-3383578
HS11286.6914	HS11286:3383814-3385547
HS11286.6916	HS11286:3385609-3386748
HS11286.6918	HS11286:3386753-3388336
HS11286.6920	HS11286:3388689-3389117
HS11286.6922	HS11286:3389141-3390565
HS11286.6924	HS11286:3390540-3391328
HS11286.6926	HS11286:3391490-3392470
HS11286.6928	HS11286:3392485-3393999
HS11286.6930	HS11286:3394062-3395042
HS11286.6932	HS11286:3395404-3395547
HS11286.6934	HS11286:3395934-3396443
HS11286.6936	HS11286:3396514-3396672
HS11286.6938	HS11286:3396737-3398248
HS11286.6940	HS11286:3398286-3398537
HS11286.6942	HS11286:3398688-3400109
HS11286.6944	HS11286:3400159-3400797
HS11286.6946	HS11286:3400969-3401148
HS11286.6948	HS11286:3401206-3401703
HS11286.6950	HS11286:3401739-3401978
HS11286.6952	HS11286:3402170-3403381
HS11286.6954	HS11286:3403406-3404059
HS11286.6956	HS11286:3404173-3405054
HS11286.6958	HS11286:3405282-3405368
HS11286.6960	HS11286:3405382-3405455
HS11286.6962	HS11286:3405496-3405571
HS11286.6964	HS11286:3405722-3406210
HS11286.6966	HS11286:3406327-3408159
HS11286.6968	HS11286:3408156-3408863
HS11286.6970	HS11286:3409274-3409498
HS11286.6972	HS11286:3409566-3410288
HS11286.6974	HS11286:3410606-3411307
HS11286.6976	HS11286:3411354-3412022
HS11286.6978	HS11286:3412038-3413024
HS11286.6980	HS11286:3413120-3413920
HS11286.6982	HS11286:3414064-3415608
HS11286.6984	HS11286:3415650-3416084
HS11286.6986	HS11286:3416457-3417080
HS11286.6988	HS11286:3417113-3417304
HS11286.6990	HS11286:3417438-3417659
HS11286.6992	HS11286:3417959-3419398
HS11286.6994	HS11286:3419753-3420664
HS11286.6996	HS11286:3420848-3421759
HS11286.6998	HS11286:3421734-3422228
HS11286.7000	HS11286:3422209-3423609
HS11286.7002	HS11286:3423686-3424393
HS11286.7004	HS11286:3424436-3424612
HS11286.7006	HS11286:3424598-3424864
HS11286.7008	HS11286:3425256-3426401
HS11286.7010	HS11286:3426674-3426763
HS11286.7012	HS11286:3426854-3427654
HS11286.7014	HS11286:3427755-3427830
HS11286.7016	HS11286:3428320-3428709
HS11286.7018	HS11286:3428850-3429770
HS11286.7020	HS11286:3430155-3431096
HS11286.7022	HS11286:3431175-3432125
HS11286.7024	HS11286:3432232-3433149
HS11286.7026	HS11286:3433480-3433555
HS11286.7028	HS11286:3433717-3434979
HS11286.7030	HS11286:3435173-3436477
HS11286.7032	HS11286:3436505-3437785
HS11286.7034	HS11286:3437778-3439580
HS11286.7036	HS11286:3439567-3441279
HS11286.7038	HS11286:3441536-3442495
HS11286.7040	HS11286:3442686-3448793
HS11286.7042	HS11286:3448881-3458372
HS11286.7044	HS11286:3458369-3459469
HS11286.7046	HS11286:3459532-3460269
HS11286.7048	HS11286:3460273-3461850
HS11286.7050	HS11286:3461981-3464002
HS11286.7052	HS11286:3464874-3465800
HS11286.7054	HS11286:3466314-3466895
HS11286.7056	HS11286:3467337-3467465
HS11286.7058	HS11286:3468034-3468267
HS11286.7060	HS11286:3468340-3469050
HS11286.7062	HS11286:3469164-3469343
HS11286.7064	HS11286:3469356-3472094
HS11286.7066	HS11286:3472112-3472819
HS11286.7068	HS11286:3473073-3474146
HS11286.7070	HS11286:3474219-3474338
HS11286.7072	HS11286:3474368-3475051
HS11286.7074	HS11286:3475048-3475956
HS11286.7076	HS11286:3476000-3477250
HS11286.7078	HS11286:3477240-3478265
HS11286.7080	HS11286:3479193-3479348
HS11286.7082	HS11286:3480058-3481917
HS11286.7084	HS11286:3481927-3482673
HS11286.7086	HS11286:3482866-3483810
HS11286.7088	HS11286:3484816-3485811
HS11286.7090	HS11286:3485808-3486896
HS11286.7092	HS11286:3487133-3487387
HS11286.7094	HS11286:3487384-3489264
HS11286.7096	HS11286:3489548-3490567
HS11286.7098	HS11286:3491966-3494212
HS11286.7100	HS11286:3494327-3495427
HS11286.7102	HS11286:3495637-3495780
HS11286.7104	HS11286:3495799-3497433
HS11286.7106	HS11286:3498025-3498849
HS11286.7108	HS11286:3498899-3499702
HS11286.7110	HS11286:3499777-3499920
HS11286.7112	HS11286:3500666-3502288
HS11286.7114	HS11286:3502561-3502806
HS11286.7116	HS11286:3502936-3504390
HS11286.7118	HS11286:3504552-3504627
HS11286.7120	HS11286:3504756-3506192
HS11286.7122	HS11286:3506227-3506379
HS11286.7124	HS11286:3506385-3506460
HS11286.7126	HS11286:3506741-3507844
HS11286.7128	HS11286:3507841-3508812
HS11286.7130	HS11286:3509019-3509855
HS11286.7132	HS11286:3510048-3510623
HS11286.7134	HS11286:3510755-3511669
HS11286.7136	HS11286:3511675-3512010
HS11286.7138	HS11286:3512017-3512349
HS11286.7140	HS11286:3512446-3512574
HS11286.7142	HS11286:3512571-3514481
HS11286.7144	HS11286:3514492-3514953
HS11286.7146	HS11286:3515297-3516616
HS11286.7148	HS11286:3516663-3517403
HS11286.7150	HS11286:3517363-3518319
HS11286.7152	HS11286:3518435-3518824
HS11286.7154	HS11286:3518846-3519577
HS11286.7156	HS11286:3519776-3520885
HS11286.7158	HS11286:3520928-3521995
HS11286.7160	HS11286:3522023-3522763
HS11286.7162	HS11286:3523109-3523399
HS11286.7164	HS11286:3523567-3524625
HS11286.7166	HS11286:3524724-3525197
HS11286.7168	HS11286:3525279-3526766
HS11286.7170	HS11286:3527284-3528333
HS11286.7172	HS11286:3528628-3530052
HS11286.7174	HS11286:3530276-3532378
HS11286.7176	HS11286:3532618-3532929
HS11286.7178	HS11286:3533112-3534470
HS11286.7180	HS11286:3534760-3535650
HS11286.7182	HS11286:3535689-3536513
HS11286.7184	HS11286:3536886-3537785
HS11286.7186	HS11286:3537825-3539129
HS11286.7188	HS11286:3539126-3540187
HS11286.7190	HS11286:3540184-3541251
HS11286.7192	HS11286:3541251-3541841
HS11286.7194	HS11286:3541841-3542578
HS11286.7196	HS11286:3542560-3543336
HS11286.7198	HS11286:3543330-3543929
HS11286.7200	HS11286:3544033-3545349
HS11286.7202	HS11286:3545470-3546615
HS11286.7204	HS11286:3546616-3547509
HS11286.7206	HS11286:3547506-3548456
HS11286.7208	HS11286:3548676-3550343
HS11286.7210	HS11286:3550587-3551327
HS11286.7212	HS11286:3551327-3552094
HS11286.7214	HS11286:3553140-3554144
HS11286.7216	HS11286:3554214-3554354
HS11286.7218	HS11286:3554545-3554667
HS11286.7220	HS11286:3555090-3556256
HS11286.7222	HS11286:3556436-3556990
HS11286.7224	HS11286:3557005-3557895
HS11286.7226	HS11286:3557927-3558796
HS11286.7228	HS11286:3558823-3559887
HS11286.7230	HS11286:3560110-3561516
HS11286.7232	HS11286:3561679-3563115
HS11286.7234	HS11286:3564018-3564998
HS11286.7236	HS11286:3565169-3566398
HS11286.7238	HS11286:3566439-3566720
HS11286.7240	HS11286:3567344-3568756
HS11286.7242	HS11286:3568792-3569856
HS11286.7244	HS11286:3569981-3570448
HS11286.7246	HS11286:3570926-3572362
HS11286.7248	HS11286:3572448-3574604
HS11286.7250	HS11286:3575055-3576194
HS11286.7252	HS11286:3576340-3577773
HS11286.7254	HS11286:3578064-3578186
HS11286.7256	HS11286:3578574-3579554
HS11286.7258	HS11286:3579933-3580562
HS11286.7260	HS11286:3580878-3581852
HS11286.7262	HS11286:3582612-3584195
HS11286.7264	HS11286:3584532-3586355
HS11286.7266	HS11286:3586410-3586991
HS11286.7268	HS11286:3587082-3587723
HS11286.7270	HS11286:3587838-3588686
HS11286.7272	HS11286:3588725-3590176
HS11286.7274	HS11286:3590466-3592322
HS11286.7276	HS11286:3592337-3593038
HS11286.7278	HS11286:3593276-3593416
HS11286.7280	HS11286:3593532-3594143
HS11286.7282	HS11286:3594417-3595649
HS11286.7284	HS11286:3595992-3597230
HS11286.7286	HS11286:3597230-3600352
HS11286.7288	HS11286:3600353-3603430
HS11286.7290	HS11286:3603432-3604847
HS11286.7292	HS11286:3604844-3606322
HS11286.7294	HS11286:3606319-3607041
HS11286.7296	HS11286:3607360-3608721
HS11286.7298	HS11286:3608965-3609861
HS11286.7300	HS11286:3610102-3610875
HS11286.7302	HS11286:3610886-3611749
HS11286.7304	HS11286:3611721-3612626
HS11286.7306	HS11286:3612623-3613660
HS11286.7308	HS11286:3613657-3615279
HS11286.7310	HS11286:3615399-3616553
HS11286.7312	HS11286:3616851-3617513
HS11286.7314	HS11286:3617562-3618839
HS11286.7316	HS11286:3618910-3620373
HS11286.7318	HS11286:3620383-3621750
HS11286.7320	HS11286:3621957-3622898
HS11286.7322	HS11286:3622921-3623922
HS11286.7324	HS11286:3624177-3624926
HS11286.7326	HS11286:3624953-3626560
HS11286.7328	HS11286:3626642-3627925
HS11286.7330	HS11286:3627984-3629036
HS11286.7332	HS11286:3629184-3629984
HS11286.7334	HS11286:3629981-3630754
HS11286.7336	HS11286:3630922-3631041
HS11286.7338	HS11286:3631072-3631494
HS11286.7340	HS11286:3631491-3632405
HS11286.7342	HS11286:3632526-3634337
HS11286.7344	HS11286:3634340-3635683
HS11286.7346	HS11286:3635673-3636572
HS11286.7348	HS11286:3636756-3637073
HS11286.7350	HS11286:3637045-3637509
HS11286.7352	HS11286:3637506-3637778
HS11286.7354	HS11286:3637828-3638613
HS11286.7356	HS11286:3638662-3638898
HS11286.7358	HS11286:3638887-3640800
HS11286.7360	HS11286:3640915-3641385
HS11286.7362	HS11286:3641433-3642152
HS11286.7364	HS11286:3642146-3643834
HS11286.7366	HS11286:3644060-3644173
HS11286.7368	HS11286:3644148-3644885
HS11286.7370	HS11286:3644869-3645816
HS11286.7372	HS11286:3645809-3646966
HS11286.7374	HS11286:3646974-3647891
HS11286.7376	HS11286:3648028-3650295
HS11286.7378	HS11286:3650520-3652265
HS11286.7380	HS11286:3652351-3652905
HS11286.7382	HS11286:3653128-3654078
HS11286.7384	HS11286:3654267-3654854
HS11286.7386	HS11286:3655009-3655578
HS11286.7388	HS11286:3655612-3657051
HS11286.7390	HS11286:3657140-3657325
HS11286.7392	HS11286:3657322-3658716
HS11286.7394	HS11286:3658732-3660705
HS11286.7396	HS11286:3660736-3661647
HS11286.7398	HS11286:3661725-3663089
HS11286.7400	HS11286:3663446-3664378
HS11286.7402	HS11286:3664736-3665134
HS11286.7404	HS11286:3665131-3665826
HS11286.7406	HS11286:3665954-3666838
HS11286.7408	HS11286:3667115-3667831
HS11286.7410	HS11286:3667902-3668912
HS11286.7412	HS11286:3668928-3670448
HS11286.7414	HS11286:3670567-3671595
HS11286.7416	HS11286:3671862-3672884
HS11286.7418	HS11286:3673040-3674197
HS11286.7420	HS11286:3674213-3674881
HS11286.7422	HS11286:3675242-3676075
HS11286.7424	HS11286:3676146-3676676
HS11286.7426	HS11286:3676673-3678118
HS11286.7428	HS11286:3678618-3680087
HS11286.7430	HS11286:3680266-3681132
HS11286.7432	HS11286:3681223-3681420
HS11286.7434	HS11286:3681398-3682447
HS11286.7436	HS11286:3682541-3683374
HS11286.7438	HS11286:3683425-3685119
HS11286.7440	HS11286:3685136-3686074
HS11286.7442	HS11286:3686075-3687205
HS11286.7444	HS11286:3687542-3688723
HS11286.7446	HS11286:3689083-3689769
HS11286.7448	HS11286:3690058-3690192
HS11286.7450	HS11286:3690703-3691275
HS11286.7452	HS11286:3691346-3692536
HS11286.7454	HS11286:3692744-3694210
HS11286.7456	HS11286:3694331-3695308
HS11286.7458	HS11286:3695346-3696059
HS11286.7460	HS11286:3696666-3697055
HS11286.7462	HS11286:3697244-3698806
HS11286.7464	HS11286:3698875-3700680
HS11286.7466	HS11286:3700690-3701784
HS11286.7468	HS11286:3701784-3702809
HS11286.7470	HS11286:3702811-3704400
HS11286.7472	HS11286:3704404-3704748
HS11286.7474	HS11286:3705080-3706276
HS11286.7476	HS11286:3706273-3706992
HS11286.7478	HS11286:3707140-3708897
HS11286.7480	HS11286:3709034-3709318
HS11286.7482	HS11286:3709377-3710264
HS11286.7484	HS11286:3710369-3711655
HS11286.7486	HS11286:3711674-3712270
HS11286.7488	HS11286:3712353-3713114
HS11286.7490	HS11286:3713134-3714141
HS11286.7492	HS11286:3714244-3714555
HS11286.7494	HS11286:3714616-3716334
HS11286.7496	HS11286:3716411-3716487
HS11286.7498	HS11286:3716672-3717781
HS11286.7500	HS11286:3717956-3718447
HS11286.7502	HS11286:3718514-3720148
HS11286.7504	HS11286:3720508-3721668
HS11286.7506	HS11286:3721631-3723067
HS11286.7508	HS11286:3723216-3724859
HS11286.7510	HS11286:3724934-3725530
HS11286.7512	HS11286:3725588-3726652
HS11286.7514	HS11286:3726726-3727778
HS11286.7516	HS11286:3727882-3728985
HS11286.7518	HS11286:3729297-3729428
HS11286.7520	HS11286:3729756-3732413
HS11286.7522	HS11286:3732429-3733079
HS11286.7524	HS11286:3733125-3735965
HS11286.7526	HS11286:3736097-3738730
HS11286.7528	HS11286:3738877-3739605
HS11286.7530	HS11286:3739950-3742235
HS11286.7532	HS11286:3742337-3743467
HS11286.7534	HS11286:3743467-3743721
HS11286.7536	HS11286:3744185-3745255
HS11286.7538	HS11286:3745265-3746611
HS11286.7540	HS11286:3746883-3748505
HS11286.7542	HS11286:3748495-3749754
HS11286.7544	HS11286:3749751-3750929
HS11286.7546	HS11286:3750951-3751754
HS11286.7548	HS11286:3751769-3753058
HS11286.7550	HS11286:3753101-3754306
HS11286.7552	HS11286:3754317-3755102
HS11286.7554	HS11286:3755307-3756503
HS11286.7556	HS11286:3756606-3757148
HS11286.7558	HS11286:3757313-3757447
HS11286.7560	HS11286:3757423-3758376
HS11286.7562	HS11286:3758514-3758936
HS11286.7564	HS11286:3758992-3760368
HS11286.7566	HS11286:3760365-3761330
HS11286.7568	HS11286:3761330-3762187
HS11286.7570	HS11286:3762202-3762960
HS11286.7572	HS11286:3762957-3764627
HS11286.7574	HS11286:3764710-3765999
HS11286.7576	HS11286:3766135-3766596
HS11286.7578	HS11286:3766654-3767574
HS11286.7580	HS11286:3767629-3769086
HS11286.7582	HS11286:3769093-3770622
HS11286.7584	HS11286:3770792-3772633
HS11286.7586	HS11286:3772630-3772932
HS11286.7588	HS11286:3772929-3773483
HS11286.7590	HS11286:3773495-3774037
HS11286.7592	HS11286:3774052-3775029
HS11286.7594	HS11286:3775026-3777605
HS11286.7596	HS11286:3777785-3779122
HS11286.7598	HS11286:3779119-3779619
HS11286.7600	HS11286:3779622-3781430
HS11286.7602	HS11286:3781517-3782191
HS11286.7604	HS11286:3782207-3782566
HS11286.7606	HS11286:3782631-3782840
HS11286.7608	HS11286:3783305-3784231
HS11286.7610	HS11286:3785104-3786321
HS11286.7612	HS11286:3786403-3787002
HS11286.7614	HS11286:3787047-3788879
HS11286.7616	HS11286:3788956-3789615
HS11286.7618	HS11286:3789627-3790121
HS11286.7620	HS11286:3790209-3790664
HS11286.7622	HS11286:3791002-3792204
HS11286.7624	HS11286:3792405-3794552
HS11286.7626	HS11286:3794645-3795196
HS11286.7628	HS11286:3795254-3795805
HS11286.7630	HS11286:3795868-3796506
HS11286.7632	HS11286:3796687-3797316
HS11286.7634	HS11286:3797382-3797744
HS11286.7636	HS11286:3797763-3798656
HS11286.7638	HS11286:3798636-3798752
HS11286.7640	HS11286:3798872-3799399
HS11286.7642	HS11286:3799405-3800178
HS11286.7644	HS11286:3800186-3800902
HS11286.7646	HS11286:3800899-3801585
HS11286.7648	HS11286:3801650-3802432
HS11286.7650	HS11286:3802700-3803482
HS11286.7652	HS11286:3803523-3803684
HS11286.7654	HS11286:3803765-3804334
HS11286.7656	HS11286:3804470-3805987
HS11286.7658	HS11286:3806021-3806509
HS11286.7660	HS11286:3806726-3807376
HS11286.7662	HS11286:3807405-3808673
HS11286.7664	HS11286:3808749-3809669
HS11286.7666	HS11286:3809855-3810514
HS11286.7668	HS11286:3810541-3811353
HS11286.7670	HS11286:3811353-3812366
HS11286.7672	HS11286:3812430-3813566
HS11286.7674	HS11286:3813764-3814654
HS11286.7676	HS11286:3814741-3815916
HS11286.7678	HS11286:3816126-3817346
HS11286.7680	HS11286:3817505-3819493
HS11286.7682	HS11286:3819555-3819836
HS11286.7684	HS11286:3819868-3820416
HS11286.7686	HS11286:3820416-3821225
HS11286.7688	HS11286:3821225-3822046
HS11286.7690	HS11286:3822049-3823134
HS11286.7692	HS11286:3823176-3824108
HS11286.7694	HS11286:3824276-3824827
HS11286.7696	HS11286:3824848-3825234
HS11286.7698	HS11286:3825543-3827687
HS11286.7700	HS11286:3827687-3828997
HS11286.7702	HS11286:3829157-3829441
HS11286.7704	HS11286:3829809-3830339
HS11286.7706	HS11286:3830691-3831137
HS11286.7708	HS11286:3831199-3831960
HS11286.7710	HS11286:3832250-3832603
HS11286.7712	HS11286:3832578-3833180
HS11286.7714	HS11286:3833270-3833344
HS11286.7716	HS11286:3833593-3834075
HS11286.7718	HS11286:3834443-3835324
HS11286.7720	HS11286:3835334-3836242
HS11286.7722	HS11286:3836375-3836833
HS11286.7724	HS11286:3836830-3838026
HS11286.7726	HS11286:3838507-3839721
HS11286.7728	HS11286:3839810-3839995
HS11286.7730	HS11286:3839992-3840105
HS11286.7732	HS11286:3840122-3841801
HS11286.7734	HS11286:3841798-3842550
HS11286.7736	HS11286:3842604-3843569
HS11286.7738	HS11286:3843833-3845068
HS11286.7740	HS11286:3845065-3846726
HS11286.7742	HS11286:3846907-3847899
HS11286.7744	HS11286:3848030-3848389
HS11286.7746	HS11286:3848447-3849625
HS11286.7748	HS11286:3850035-3851237
HS11286.7750	HS11286:3851286-3853457
HS11286.7752	HS11286:3853667-3853742
HS11286.7754	HS11286:3853787-3853862
HS11286.7756	HS11286:3854082-3854435
HS11286.7758	HS11286:3854439-3854831
HS11286.7760	HS11286:3854883-3856301
HS11286.7762	HS11286:3856561-3856636
HS11286.7764	HS11286:3856682-3856757
HS11286.7766	HS11286:3856804-3856879
HS11286.7768	HS11286:3856884-3856959
HS11286.7770	HS11286:3857044-3857970
HS11286.7772	HS11286:3858059-3859057
HS11286.7774	HS11286:3859054-3859272
HS11286.7776	HS11286:3859274-3861289
HS11286.7778	HS11286:3861359-3862420
HS11286.7780	HS11286:3862471-3862614
HS11286.7782	HS11286:3862651-3863412
HS11286.7784	HS11286:3863589-3864560
HS11286.7786	HS11286:3864772-3864897
HS11286.7788	HS11286:3864941-3865198
HS11286.7790	HS11286:3865243-3866970
HS11286.7792	HS11286:3867013-3867522
HS11286.7794	HS11286:3867563-3867802
HS11286.7796	HS11286:3867799-3868665
HS11286.7798	HS11286:3868748-3870046
HS11286.7800	HS11286:3870187-3870582
HS11286.7802	HS11286:3870579-3871490
HS11286.7804	HS11286:3871609-3872703
HS11286.7806	HS11286:3872693-3873568
HS11286.7808	HS11286:3873568-3874401
HS11286.7810	HS11286:3874401-3875417
HS11286.7812	HS11286:3875417-3875554
HS11286.7814	HS11286:3875660-3875812
HS11286.7816	HS11286:3876057-3876956
HS11286.7818	HS11286:3877051-3877626
HS11286.7820	HS11286:3877688-3878137
HS11286.7822	HS11286:3878124-3878549
HS11286.7824	HS11286:3878761-3879633
HS11286.7826	HS11286:3879633-3880532
HS11286.7828	HS11286:3880576-3881649
HS11286.7830	HS11286:3881674-3882159
HS11286.7832	HS11286:3882171-3882830
HS11286.7834	HS11286:3882840-3883739
HS11286.7836	HS11286:3883760-3885121
HS11286.7838	HS11286:3885133-3886536
HS11286.7840	HS11286:3886533-3887765
HS11286.7842	HS11286:3887965-3889152
HS11286.7844	HS11286:3889142-3889981
HS11286.7846	HS11286:3889991-3891394
HS11286.7848	HS11286:3891406-3891693
HS11286.7850	HS11286:3891822-3892112
HS11286.7852	HS11286:3892151-3893167
HS11286.7854	HS11286:3893157-3893963
HS11286.7856	HS11286:3893960-3894649
HS11286.7858	HS11286:3894627-3895106
HS11286.7860	HS11286:3895119-3895454
HS11286.7862	HS11286:3895673-3897952
HS11286.7864	HS11286:3898247-3899203
HS11286.7866	HS11286:3899220-3901214
HS11286.7868	HS11286:3901204-3901698
HS11286.7870	HS11286:3901773-3902249
HS11286.7872	HS11286:3902313-3902909
HS11286.7874	HS11286:3902968-3904950
HS11286.7876	HS11286:3905323-3908436
HS11286.7878	HS11286:3908989-3909342
HS11286.7880	HS11286:3909346-3910473
HS11286.7882	HS11286:3910500-3910703
HS11286.7884	HS11286:3910752-3911447
HS11286.7886	HS11286:3911524-3912108
HS11286.7888	HS11286:3912269-3913528
HS11286.7890	HS11286:3913538-3914413
HS11286.7892	HS11286:3914533-3915246
HS11286.7894	HS11286:3915462-3916496
HS11286.7896	HS11286:3916513-3917391
HS11286.7898	HS11286:3917545-3918111
HS11286.7900	HS11286:3918115-3918585
HS11286.7902	HS11286:3918647-3919708
HS11286.7904	HS11286:3919763-3919879
HS11286.7906	HS11286:3919931-3921394
HS11286.7908	HS11286:3921404-3921763
HS11286.7910	HS11286:3921891-3922802
HS11286.7912	HS11286:3922799-3923476
HS11286.7914	HS11286:3923599-3924885
HS11286.7916	HS11286:3924981-3925607
HS11286.7918	HS11286:3925825-3927024
HS11286.7920	HS11286:3927267-3928160
HS11286.7922	HS11286:3928424-3929461
HS11286.7924	HS11286:3929458-3930099
HS11286.7926	HS11286:3930280-3932340
HS11286.7928	HS11286:3932416-3933876
HS11286.7930	HS11286:3933930-3936158
HS11286.7932	HS11286:3936529-3936702
HS11286.7934	HS11286:3936799-3937710
HS11286.7936	HS11286:3937784-3939016
HS11286.7938	HS11286:3939421-3940488
HS11286.7940	HS11286:3940472-3942340
HS11286.7942	HS11286:3942435-3944012
HS11286.7944	HS11286:3944080-3944472
HS11286.7946	HS11286:3944472-3945548
HS11286.7948	HS11286:3945707-3947098
HS11286.7950	HS11286:3947082-3947300
HS11286.7952	HS11286:3947350-3948429
HS11286.7954	HS11286:3948547-3950016
HS11286.7956	HS11286:3950139-3951317
HS11286.7958	HS11286:3951328-3951948
